Date,Area,Location,CommonName,SpeciesName,Fate,Reason.for.euthanasia,Marine.Park,Latitude,Longitude
2/4/2024,Capricorn Coast,Cad 4 Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/4/2024,Townsville,Nelly Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/4/2024,Mackay,Bucasia Beach,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/4/2024,Capricorn Coast,Farnborough Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/4/2024,Capricorn Coast,Lammermoor Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/4/2024,Cairns,Cad 3- Ellis Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/4/2024,Cairns,Cad 3- Ellis Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/4/2024,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/4/2024,Mackay,Blacks Beach,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/4/2024,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/4/2024,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Released Alive,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
10/4/2024,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/4/2024,Capricorn Coast,Farnborough Beach,Sandbar Whaler,Carcharhinus Plumbeus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/4/2024,Cairns,Cad 4- Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/4/2024,Cairns,Cad 4- Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/4/2024,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/4/2024,Capricorn Coast,Cad 6 Fishermans Beach,Australian Blacktip,Carcharhinus Tilstoni,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/4/2024,Capricorn Coast,Cad 6 Fishermans Beach,Australian Blacktip,Carcharhinus Tilstoni,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/4/2024,Gladstone,Tannum Sands,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
11/4/2024,Cairns,Cad 11- Clifton,Spot-Tail Whaler,Carcharhinus Sorrah,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/4/2024,Cairns,Cad 11- Clifton,Spot-Tail Whaler,Carcharhinus Sorrah,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/4/2024,Cairns,Cad 3- Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/4/2024,Cairns,Cad 3- Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/4/2024,Capricorn Coast,Kemp Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/4/2024,Cairns,Cad 9- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/4/2024,Cairns,Cad 9- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/4/2024,Capricorn Coast,Farnborough Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/4/2024,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/4/2024,Cairns,Cad 3- Ellis Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/4/2024,Cairns,Cad 3- Ellis Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/4/2024,Cairns,Trinity,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/4/2024,Townsville,Florence Bay,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/4/2024,Cairns,Cad 10- Clifton,Spot-Tail Whaler,Carcharhinus Sorrah,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/4/2024,Cairns,Cad 10- Clifton,Spot-Tail Whaler,Carcharhinus Sorrah,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/4/2024,Cairns,Cad 11- Clifton,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/4/2024,Cairns,Buchans,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/4/2024,Cairns,Cad 7- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/4/2024,Cairns,Cad 7- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/4/2024,Cairns,Cad 7- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/4/2024,Cairns,Cad 7- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/4/2024,Cairns,Yorkeys,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
19/4/2024,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/4/2024,Cairns,Cad 6- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/4/2024,Cairns,Cad 6- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/4/2024,Cairns,Buchans,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/4/2024,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/4/2024,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/4/2024,Cairns,Palm Cove,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/4/2024,Cairns,Cad 3- Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/4/2024,Capricorn Coast,Cad 7 Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/4/2024,Townsville,Picnic Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/4/2024,Mackay,Bucasia Beach,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/4/2024,Cairns,Cad 10- Clifton,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/4/2024,Cairns,Cad 10- Clifton,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/4/2024,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/4/2024,Cairns,Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/5/2024,Cairns,Ellis Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/5/2024,Cairns,Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/5/2024,Townsville,Florence Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/5/2024,Townsville,Florence Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/5/2024,Townsville,Florence Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/5/2024,Gladstone,Tannum Sands,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
4/5/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
6/5/2024,Capricorn Coast,Mullambin Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/5/2024,Townsville,Picnic Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/5/2024,Townsville,Horseshoe Bay,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
7/5/2024,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
7/5/2024,Capricorn Coast,Cooee Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/5/2024,Cairns,Ellis Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/5/2024,Cairns,Cad 5- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/5/2024,Cairns,Cad 5- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/5/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
10/5/2024,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/5/2024,Capricorn Coast,Cad 4 Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/5/2024,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/5/2024,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/5/2024,Capricorn Coast,Cooee Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/5/2024,Capricorn Coast,Cad 1 Mullambin Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/5/2024,Capricorn Coast,Cad 10 Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/5/2024,Capricorn Coast,Mullambin Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/5/2024,Townsville,Horseshoe Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
15/5/2024,Gladstone,Tannum Sands,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
15/5/2024,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/5/2024,Capricorn Coast,Fishermans Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/5/2024,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/5/2024,Capricorn Coast,Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/5/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
18/5/2024,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/5/2024,Cairns,Palm Cove,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/5/2024,Capricorn Coast,Farnborough Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/5/2024,Cairns,Cad 4- Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/5/2024,Cairns,Cad 4- Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/5/2024,Cairns,Palm Cove,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/5/2024,Capricorn Coast,Cad 2 Mullambin Beach,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/5/2024,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/5/2024,Cairns,Palm Cove,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/5/2024,Mackay,Blacks Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/5/2024,Mackay,Bucasia Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/5/2024,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
28/5/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
29/5/2024,Mackay,Bucasia Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/5/2024,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/5/2024,Townsville,Florence Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/5/2024,Townsville,Nelly Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/5/2024,Townsville,Nelly Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/6/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
1/6/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
1/6/2024,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/6/2024,Capricorn Coast,Cad 4 Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/6/2024,Mackay,Eimeo Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/6/2024,Cairns,Ellis Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/6/2024,Townsville,Palarenda Beach,"Groper , Qld",Epinephelus Lanceolatus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/6/2024,Cairns,Cad 3- Ellis Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/6/2024,Cairns,Cad 8- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/6/2024,Cairns,Cad 8- Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/6/2024,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/6/2024,Cairns,Clifton,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/6/2024,Cairns,Clifton,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/6/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
9/6/2024,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/6/2024,Cairns,Cad 1- Ellis Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/6/2024,Cairns,Cad 1- Ellis Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/6/2024,Cairns,Trinity,Tawny Shark,Nebrius Ferrugineus,Released Alive,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
11/6/2024,Mackay,Eimeo Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/6/2024,Cairns,Palm Cove,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/6/2024,Mackay,Blacks Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/6/2024,Cairns,Palm Cove,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/6/2024,Cairns,Cad 5- Palm Cove,Cod,Epinephelus & Cephalopholis Spp.,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/6/2024,Cairns,Cad 5- Palm Cove,Cod,Epinephelus & Cephalopholis Spp.,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/6/2024,Townsville,Florence Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/6/2024,Townsville,Picnic Bay,Scalloped Hammerhead,Sphyrna Lewini,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/6/2024,Cairns,Cad 5- Palm Cove,Cod,Epinephelus & Cephalopholis Spp.,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/6/2024,Cairns,Cad 5- Palm Cove,Cod,Epinephelus & Cephalopholis Spp.,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/6/2024,Mackay,Bucasia Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/6/2024,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/6/2024,Capricorn Coast,Cad 7 Fishermans Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/6/2024,Mackay,Bucasia Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/6/2024,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/6/2024,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/6/2024,Mackay,Bucasia Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/6/2024,Capricorn Coast,Cad 8 Fishermans Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/6/2024,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/6/2024,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/6/2024,Capricorn Coast,Fishermans Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/6/2024,Mackay,Bucasia Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/6/2024,Cairns,Yorkeys,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
21/6/2024,Cairns,Yorkeys,Sharptooth Shark,Negaprion Acutidens,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
21/6/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
22/6/2024,Mackay,Blacks Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/6/2024,Mackay,Blacks Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/6/2024,Cairns,Trinity,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
25/6/2024,Mackay,Bucasia Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/6/2024,Cairns,Holloways,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
25/6/2024,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
29/6/2024,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/7/2024,Cairns,Ellis Beach,White-Spotted Guitar,Rhynchobatus Australiae,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/7/2024,Cairns,Clifton,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/7/2024,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/7/2024,Cairns,Clifton,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/7/2024,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/7/2024,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
7/7/2024,Townsville,Nelly Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/7/2024,Cairns,Buchans,Great Hammerhead,Sphyrna Mokarran,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/7/2024,Capricorn Coast,Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/7/2024,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
